단축코드,종목명,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
095570,AJ네트웍스,4155,-20,-0.48,4175,4175,4115,51320,212679755,188025213645,45252759
006840,AK홀딩스,10040,10,0.1,10030,10150,9970,6275,63037670,133005512440,13247561
027410,BGF,3455,0,0,3465,3485,3420,43284,149776335,330701512905,95716791
282330,BGF리테일,101800,-1000,-0.97,102400,103300,101500,34839,3559336300,1759501630800,17283906
138930,BNK금융지주,11590,420,3.76,11250,11600,11200,1725625,19887229370,3713861665930,320436727
001460,BYC,29450,-150,-0.51,29400,30200,29400,436,12919800,183949117500,6246150
001465,BYC우,12870,-110,-0.85,12980,12980,12870,7,90750,27720049500,2153850
001040,CJ,93900,-1300,-1.37,95700,95700,93200,79373,7447420500,2739720112200,29176998
079160,CJ CGV,5220,-40,-0.76,5240,5280,5200,104135,544886000,864328398660,165580153
00104K,CJ4우(전환),76100,-1900,-2.44,78300,78300,76000,10211,781509700,321637563200,4226512
000120,CJ대한통운,81600,-200,-0.24,82000,83300,81200,54682,4484216200,1861487270400,22812344
011150,CJ씨푸드,2980,-50,-1.65,3030,3060,2975,115467,346393010,107073703540,35930773
011155,CJ씨푸드1우,18120,-130,-0.71,18500,18790,18070,5012,92177440,3624000000,200000
001045,CJ우,56600,-400,-0.7,57500,57500,56200,2530,143175000,127928621800,2260223
097950,CJ제일제당,240000,-2000,-0.83,242500,244000,239000,52582,12652916500,3613004640000,15054186
097955,CJ제일제당 우,125000,-800,-0.64,127200,127200,125000,1888,236687400,165929125000,1327433
000480,CR홀딩스,5550,-30,-0.54,5540,5610,5540,10549,58662990,260242219500,46890490
000590,CS홀딩스,67700,-600,-0.88,68300,68500,67500,1492,101093000,78158431400,1154482
012030,DB,1259,-12,-0.94,1272,1280,1259,199533,252078554,253277981647,201173933
016610,DB금융투자,5260,30,0.57,5230,5290,5200,33291,174279690,223268006140,42446389
005830,DB손해보험,95000,3300,3.6,93600,95400,92200,443154,41841118900,6726000000000,70800000
000990,DB하이텍,33750,750,2.27,33300,34050,33100,152793,5156097650,1498452345000,44398588
139130,DGB금융지주,8750,90,1.04,8670,8790,8640,391941,3421992360,1480026038750,169145833
001530,DI동일,49900,-200,-0.4,50300,50300,49750,36641,1827617850,1069522767800,21433322
000210,DL,30900,-350,-1.12,31250,31600,30850,18961,590183900,647536815600,20955884
000215,DL우,19760,-200,-1,19960,20450,19610,876,17303760,33317632400,1686115
375500,DL이앤씨,30350,-550,-1.78,31000,31000,30100,132716,4018457500,1174351458050,38693623
37550L,DL이앤씨2우(전환),20400,-400,-1.92,20750,20950,20150,4324,88472600,43083800400,2111951
37550K,DL이앤씨우,15550,-170,-1.08,15720,15820,15500,1426,22289560,32870911750,2113885
007340,DN오토모티브,19740,790,4.17,18960,20000,18960,261576,5161605460,1165960175100,59065865
